ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa05215,Prostate cancer,41/344,97/7844,8.99931365307831e-31,2.677295811790797e-29,9.709785783584493e-30,41,kg,NAC,3479/80310/2064/8503/1147/1869/2885/1017/4893/207/9586/2033/5328/1026/898/2932/3265/2475/5594/5296/1499/5291/4318/148327/8517/6654/5970/7184/5894/5605/595/3480/5925/7157/5155/4790/1956/5295/208/10000/3845,IGF1/PDGFD/ERBB2/PIK3R3/CHUK/E2F1/GRB2/CDK2/NRAS/AKT1/CREB5/EP300/PLAU/CDKN1A/CCNE1/GSK3B/HRAS/MTOR/MAPK1/PIK3R2/CTNNB1/PIK3CB/MMP9/CREB3L4/IKBKG/SOS1/RELA/HSP90B1/RAF1/MAP2K2/CCND1/IGF1R/RB1/TP53/PDGFB/NFKB1/EGFR/PIK3R1/AKT2/AKT3/KRAS
hsa05166,Human T-cell leukemia virus 1 infection,58/344,219/7844,1.9226158932648295e-30,5.084250917744771e-29,1.8439123186867373e-29,58,kg,NAC,2353/3725/2114/545/8503/1147/1869/8061/1017/6929/5601/11200/4893/207/9586/2033/567/890/1026/898/581/7124/1111/3554/10744/7048/4214/3265/1019/1030/5594/5296/4316/5291/4088/148327/8517/5423/5970/5534/9020/3560/5605/4772/595/958/5925/7157/5532/3559/4790/5295/208/4609/896/5533/10000/3845,FOS/JUN/ETS2/ATR/PIK3R3/CHUK/E2F1/FOSL1/CDK2/TCF3/MAPK9/CHEK2/NRAS/AKT1/CREB5/EP300/B2M/CCNA2/CDKN1A/CCNE1/BAX/TNF/CHEK1/IL1R1/PTTG2/TGFBR2/MAP3K1/HRAS/CDK4/CDKN2B/MAPK1/PIK3R2/MMP7/PIK3CB/SMAD3/CREB3L4/IKBKG/POLB/RELA/PPP3R1/MAP3K14/IL2RB/MAP2K2/NFATC1/CCND1/CD40/RB1/TP53/PPP3CB/IL2RA/NFKB1/PIK3R1/AKT2/MYC/CCND3/PPP3CC/AKT3/KRAS
hsa05225,Hepatocellular carcinoma,51/344,168/7844,6.461428676034383e-30,1.5378200248961832e-28,5.577233172998099e-29,51,kg,NAC,4616/6597/1647/8503/1869/8312/2885/8289/4893/207/10912/1026/581/55193/7048/2932/196528/7472/3082/3265/7481/1019/7477/2475/5594/5296/7482/1499/5291/57492/4088/6654/7976/4233/5894/5605/6598/595/3480/7474/5925/5578/7157/6464/1956/5295/25759/208/4609/10000/3845,GADD45B/SMARCA4/GADD45A/PIK3R3/E2F1/AXIN1/GRB2/ARID1A/NRAS/AKT1/GADD45G/CDKN1A/BAX/PBRM1/TGFBR2/GSK3B/ARID2/WNT2/HGF/HRAS/WNT11/CDK4/WNT7B/MTOR/MAPK1/PIK3R2/WNT2B/CTNNB1/PIK3CB/ARID1B/SMAD3/SOS1/FZD3/MET/RAF1/MAP2K2/SMARCB1/CCND1/IGF1R/WNT5A/RB1/PRKCA/TP53/SHC1/EGFR/PIK3R1/SHC2/AKT2/MYC/AKT3/KRAS
GO:0043406,positive regulation of MAP kinase activity,47/374,258/18493,2.9604805715855587e-31,3.4807850320417205e-28,1.608008394671735e-28,47,bp,NAC,3479/4616/80310/2146/2064/1647/2247/1616/84231/10125/10912/7124/7422/6850/4214/3082/3265/7477/5781/5594/2074/2255/5291/8517/51776/7074/9020/5894/5605/3553/958/7474/652/2690/7314/9175/4254/5155/6464/6233/1956/25759/23533/5294/5979/3845/1847,IGF1/GADD45B/PDGFD/EZH2/ERBB2/GADD45A/FGF2/DAXX/TRAF7/RASGRP1/GADD45G/TNF/VEGFA/SYK/MAP3K1/HGF/HRAS/WNT7B/PTPN11/MAPK1/ERCC6/FGF10/PIK3CB/IKBKG/MAP3K20/TIAM1/MAP3K14/RAF1/MAP2K2/IL1B/CD40/WNT5A/BMP4/GHR/UBB/MAP3K13/KITLG/PDGFB/SHC1/RPS27A/EGFR/SHC2/PIK3R5/PIK3CG/RET/KRAS/DUSP5
hsa05210,Colorectal cancer,38/344,86/7844,1.8717644736236366e-29,4.0498176792947775e-28,1.468752984087447e-28,38,kg,NAC,2353/3725/4616/4436/1647/8503/8312/2885/5601/2956/836/4893/207/10912/5881/1026/581/7048/2932/387/3265/2475/5594/5296/1499/5291/4088/6654/5894/5605/595/7157/1956/5295/208/4609/10000/3845,FOS/JUN/GADD45B/MSH2/GADD45A/PIK3R3/AXIN1/GRB2/MAPK9/MSH6/CASP3/NRAS/AKT1/GADD45G//CDKN1A/BAX/TGFBR2/GSK3B/RHOA/HRAS/MTOR/MAPK1/PIK3R2/CTNNB1/PIK3CB/SMAD3/SOS1/RAF1/MAP2K2/CCND1/TP53/EGFR/PIK3R1/AKT2/MYC/AKT3/KRAS
hsa05161,Hepatitis B,49/344,163/7844,1.5627412627284464e-28,3.099436837744752e-27,1.1240770486292335e-27,49,kg,NAC,2353/3725/6772/4615/8503/1147/1869/5111/2885/1017/5601/836/4893/207/9586/2033/890/1026/898/581/7124/7097/637/7048/4214/3265/5594/841/843/5296/5291/4318/4088/148327/8517/6654/5970/5894/5605/4772/5925/5578/7157/4790/5295/208/4609/10000/3845,FOS/JUN/STAT1/MYD88/PIK3R3/CHUK/E2F1/PCNA/GRB2/CDK2/MAPK9/CASP3/NRAS/AKT1/CREB5/EP300/CCNA2/CDKN1A/CCNE1/BAX/TNF/TLR2/BID/TGFBR2/MAP3K1/HRAS/MAPK1/CASP8/CASP10/PIK3R2/PIK3CB/MMP9/SMAD3/CREB3L4/IKBKG/SOS1/RELA/RAF1/MAP2K2/NFATC1/RB1/PRKCA/TP53/NFKB1/PIK3R1/AKT2/MYC/AKT3/KRAS
hsa05212,Pancreatic cancer,35/344,75/7844,3.251398561410118e-28,5.952560443196984e-27,2.158823336320888e-27,35,kg,NAC,4616/6772/2064/1647/675/8503/1147/1869/5601/207/10912/5881/1026/581/7422/7048/1019/2475/5594/5296/5291/4088/8517/5970/5337/5894/595/5925/7157/4790/1956/5295/208/10000/3845,GADD45B/STAT1/ERBB2/GADD45A/BRCA2/PIK3R3/CHUK/E2F1/MAPK9/AKT1/GADD45G//CDKN1A/BAX/VEGFA/TGFBR2/CDK4/MTOR/MAPK1/PIK3R2/PIK3CB/SMAD3/IKBKG/RELA/PLD1/RAF1/CCND1/RB1/TP53/NFKB1/EGFR/PIK3R1/AKT2/AKT3/KRAS
hsa04014,Ras signaling pathway,57/344,232/7844,4.742857238138278e-28,8.062857304835073e-27,2.9241676205063074e-27,57,kg,NAC,3479/80310/4804/2114/2247/8503/1147/2885/1969/5601/4893/207/4763/10125/5881/2252/7422/4915/2264/387/3082/3265/1944/55970/5781/5594/5296/10156/2255/5291/5320/2788/8517/6654/4233/7074/5970/5337/5894/5605/3480/284/5578/5924/4254/5155/9610/4790/6464/25/1956/5295/25759/208/2261/10000/3845,IGF1/PDGFD/NGFR/ETS2/FGF2/PIK3R3/CHUK/GRB2/EPHA2/MAPK9/NRAS/AKT1/NF1/RASGRP1//FGF7/VEGFA/NTRK2/FGFR4/RHOA/HGF/HRAS/EFNA3/GNG12/PTPN11/MAPK1/PIK3R2/RASA4/FGF10/PIK3CB/PLA2G2A/GNG7/IKBKG/SOS1/MET/TIAM1/RELA/PLD1/RAF1/MAP2K2/IGF1R/ANGPT1/PRKCA/RASGRF2/KITLG/PDGFB/RIN1/NFKB1/SHC1/ABL1/EGFR/PIK3R1/SHC2/AKT2/FGFR3/AKT3/KRAS
GO:0045930,negative regulation of mitotic cell cycle,47/374,281/18493,1.6085979617710698e-29,1.5130472428418681e-26,6.989781459148395e-27,47,bp,NAC,9314/990/2146/4436/1647/1869/5111/1017/11200/2956/2033/8555/4683/5885/891/1026/581/7272/7124/6500/1111/25904/7465/8454/10744/2619/3265/9978/1030/995/7027/9656/1499/10459/4088/51776/7976/5591/595/652/5925/7157/25/1956/546/655/8556,KLF4/CDC6/EZH2/MSH2/GADD45A/E2F1/PCNA/CDK2/CHEK2/MSH6/EP300/CDC14B/NBN/RAD21/CCNB1/CDKN1A/BAX/TTK/TNF/SKP1/CHEK1/CNOT10/WEE1/CUL1/PTTG2/GAS1/HRAS/RBX1/CDKN2B/CDC25C/TFDP1/MDC1/CTNNB1/MAD2L2/SMAD3/MAP3K20/FZD3/PRKDC/CCND1/BMP4/RB1/TP53/ABL1/EGFR/ATRX/BMP7/CDC14A
hsa05218,Melanoma,34/344,72/7844,1.1902719793451924e-27,1.888564873894372e-26,6.849284372372335e-27,34,kg,NAC,3479/4616/80310/1647/2247/8503/1869/4893/207/10912/1026/581/2252/3082/3265/999/1019/5594/5296/2255/5291/4233/5894/5605/595/3480/5925/7157/5155/1956/5295/208/10000/3845,IGF1/GADD45B/PDGFD/GADD45A/FGF2/PIK3R3/E2F1/NRAS/AKT1/GADD45G/CDKN1A/BAX/FGF7/HGF/HRAS/CDH1/CDK4/MAPK1/PIK3R2/FGF10/PIK3CB/MET/RAF1/MAP2K2/CCND1/IGF1R/RB1/TP53/PDGFB/EGFR/PIK3R1/AKT2/AKT3/KRAS
hsa01522,Endocrine resistance,38/344,98/7844,6.792249288796546e-27,9.673999034939855e-26,3.5084826221365243e-26,38,kg,NAC,2353/3479/3725/2064/8503/1869/2885/54567/5601/4893/207/1026/581/2778/3265/1019/2475/5594/5296/5291/4318/6654/9611/5894/5605/182/595/3480/5925/7157/6464/1956/5295/25759/208/4853/10000/3845,FOS/IGF1/JUN/ERBB2/PIK3R3/E2F1/GRB2/DLL4/MAPK9/NRAS/AKT1/CDKN1A/BAX/GNAS/HRAS/CDK4/MTOR/MAPK1/PIK3R2/PIK3CB/MMP9/SOS1/NCOR1/RAF1/MAP2K2/JAG1/CCND1/IGF1R/RB1/TP53/SHC1/EGFR/PIK3R1/SHC2/AKT2/NOTCH2/AKT3/KRAS
hsa04218,Cellular senescence,47/344,160/7844,6.909999310671325e-27,9.673999034939855e-26,3.5084826221365243e-26,47,kg,NAC,4616/545/1647/8503/1869/1017/11200/4893/207/10912/4683/891/890/1026/898/1875/1978/1111/993/7048/3265/1019/1030/2475/5594/5296/5291/4088/5970/5534/10111/5894/5605/4772/7248/595/5925/7157/5532/4790/5295/208/4609/896/5533/10000/3845,GADD45B/ATR/GADD45A/PIK3R3/E2F1/CDK2/CHEK2/NRAS/AKT1/GADD45G/NBN/CCNB1/CCNA2/CDKN1A/CCNE1/E2F5/EIF4EBP1/CHEK1/CDC25A/TGFBR2/HRAS/CDK4/CDKN2B/MTOR/MAPK1/PIK3R2/PIK3CB/SMAD3/RELA/PPP3R1/RAD50/RAF1/MAP2K2/NFATC1/TSC1/CCND1/RB1/TP53/PPP3CB/NFKB1/PIK3R1/AKT2/MYC/CCND3/PPP3CC/AKT3/KRAS
hsa05163,Human cytomegalovirus infection,54/344,225/7844,4.9070138239952584e-26,6.488162722838175e-25,2.353070956535738e-25,54,kg,NAC,8503/1147/1869/2885/836/4893/207/9586/567/5881/1026/581/1978/7124/2778/7422/3554/637/2932/387/3265/55970/1019/2475/5594/841/5296/1499/5291/2788/148327/8517/6654/5970/5534/3690/5894/5605/4772/7248/3553/595/5925/5578/7157/5532/4790/1956/5295/208/4609/5533/10000/3845,PIK3R3/CHUK/E2F1/GRB2/CASP3/NRAS/AKT1/CREB5/B2M//CDKN1A/BAX/EIF4EBP1/TNF/GNAS/VEGFA/IL1R1/BID/GSK3B/RHOA/HRAS/GNG12/CDK4/MTOR/MAPK1/CASP8/PIK3R2/CTNNB1/PIK3CB/GNG7/CREB3L4/IKBKG/SOS1/RELA/PPP3R1/ITGB3/RAF1/MAP2K2/NFATC1/TSC1/IL1B/CCND1/RB1/PRKCA/TP53/PPP3CB/NFKB1/EGFR/PIK3R1/AKT2/MYC/PPP3CC/AKT3/KRAS
hsa01521,EGFR tyrosine kinase inhibitor resistance,34/344,79/7844,5.767732952893478e-26,7.224844435729726e-25,2.6202443331704443e-25,34,kg,NAC,3479/80310/2064/2247/8503/2885/4893/207/4763/581/1978/7422/2932/3082/3265/2475/5594/5296/5291/6654/4233/5894/5605/3480/5578/5155/6464/1956/5295/25759/208/2261/10000/3845,IGF1/PDGFD/ERBB2/FGF2/PIK3R3/GRB2/NRAS/AKT1/NF1/BAX/EIF4EBP1/VEGFA/GSK3B/HGF/HRAS/MTOR/MAPK1/PIK3R2/PIK3CB/SOS1/MET/RAF1/MAP2K2/IGF1R/PRKCA/PDGFB/SHC1/EGFR/PIK3R1/SHC2/AKT2/FGFR3/AKT3/KRAS
hsa05167,Kaposi sarcoma-associated herpesvirus infection,49/344,186/7844,1.2564277467201605e-25,1.4781880629309208e-24,5.360965111027665e-25,49,kg,NAC,2353/3725/6772/2247/8503/1147/1869/5601/836/4893/207/2033/1026/581/7422/6850/637/2932/3265/55970/1019/2475/5594/841/5296/1499/5291/2788/8517/5970/5534/5894/5605/4772/595/5925/7314/7157/5532/5155/4790/5295/23533/208/5294/4609/5533/10000/3845,FOS/JUN/STAT1/FGF2/PIK3R3/CHUK/E2F1/MAPK9/CASP3/NRAS/AKT1/EP300/CDKN1A/BAX/VEGFA/SYK/BID/GSK3B/HRAS/GNG12/CDK4/MTOR/MAPK1/CASP8/PIK3R2/CTNNB1/PIK3CB/GNG7/IKBKG/RELA/PPP3R1/RAF1/MAP2K2/NFATC1/CCND1/RB1/UBB/TP53/PPP3CB/PDGFB/NFKB1/PIK3R1/PIK3R5/AKT2/PIK3CG/MYC/PPP3CC/AKT3/KRAS
hsa05214,Glioma,33/344,75/7844,1.3042835849390476e-25,1.4781880629309208e-24,5.360965111027665e-25,33,kg,NAC,3479/4616/1647/8503/1869/2885/4893/207/10912/1026/581/3265/1019/2475/5594/5296/5291/6654/5894/5605/595/3480/5925/5578/7157/5155/6464/1956/5295/25759/208/10000/3845,IGF1/GADD45B/GADD45A/PIK3R3/E2F1/GRB2/NRAS/AKT1/GADD45G/CDKN1A/BAX/HRAS/CDK4/MTOR/MAPK1/PIK3R2/PIK3CB/SOS1/RAF1/MAP2K2/CCND1/IGF1R/RB1/PRKCA/TP53/PDGFB/SHC1/EGFR/PIK3R1/SHC2/AKT2/AKT3/KRAS
hsa04510,Focal adhesion,50/344,199/7844,4.1265475525585287e-25,4.464174170495135e-24,1.6190282263626763e-24,50,kg,NAC,3679/2318/3479/3725/80310/2064/8516/8503/2335/2885/5601/207/5881/3694/6696/7422/1277/1278/2932/387/3082/3265/7060/5594/5296/1286/3695/1499/5291/3911/3680/6654/4233/63923/3690/5894/595/3480/5578/5155/6464/1956/5295/25759/208/3909/3691/896/3655/10000,ITGA7/FLNC/IGF1/JUN/PDGFD/ERBB2/ITGA8/PIK3R3/FN1/GRB2/MAPK9/AKT1//ITGB6/SPP1/VEGFA/COL1A1/COL1A2/GSK3B/RHOA/HGF/HRAS/THBS4/MAPK1/PIK3R2/COL4A4/ITGB7/CTNNB1/PIK3CB/LAMA5/ITGA9/SOS1/MET/TNN/ITGB3/RAF1/CCND1/IGF1R/PRKCA/PDGFB/SHC1/EGFR/PIK3R1/SHC2/AKT2/LAMA3/ITGB4/CCND3/ITGA6/AKT3
