ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
GO:0014812,muscle cell migration,3/24,103/18493,3.1191351165065276e-4,0.006823446703516175,0.003920789080947491,3,bp,NAC,3479/80310/7060,IGF1/PDGFD/THBS4
GO:0043406,positive regulation of MAP kinase activity,4/24,258/18493,3.156567480423828e-4,0.006823446703516175,0.003920789080947491,4,bp,NAC,3479/4616/80310/2247,IGF1/GADD45B/PDGFD/FGF2
GO:1901652,response to peptide,5/24,481/18493,3.2907881918118513e-4,0.00699697095865569,0.0040204970488400184,5,bp,NAC,3164/9314/3479/9021/4804,NR4A1/KLF4/IGF1/SOCS3/NGFR
GO:0043235,receptor complex,5/24,396/19659,1.0021348659792291e-4,0.0072153710350504495,0.005801833434616589,5,cc,NAC,3679/3977/3953/8516/4915,ITGA7/LIFR/LEPR/ITGA8/NTRK2
GO:0071900,regulation of protein serine/threonine kinase activity,5/24,496/18493,3.7898445223787466e-4,0.007928110234718119,0.00455553467206138,5,bp,NAC,10252/3479/4616/80310/2247,SPRY1/IGF1/GADD45B/PDGFD/FGF2
GO:0090287,regulation of cellular response to growth factor stimulus,4/24,282/18493,4.4213818897910126e-4,0.008960206736029598,0.005148582858506639,4,bp,NAC,10252/6424/2247/8516,SPRY1/SFRP4/FGF2/ITGA8
GO:2000679,positive regulation of transcription regulatory region DNA binding,2/24,24/18493,4.3780445797589194e-4,0.008960206736029598,0.005148582858506639,2,bp,NAC,9314/3479,KLF4/IGF1
GO:0001704,formation of primary germ layer,3/24,118/18493,4.647918829533537e-4,0.009133864730159088,0.005248367673540261,3,bp,NAC,9314/3679/8516,KLF4/ITGA7/ITGA8
GO:0050890,cognition,4/24,285/18493,4.6015993455243064e-4,0.009133864730159088,0.005248367673540261,4,bp,NAC,2353/3725/8516/4915,FOS/JUN/ITGA8/NTRK2
GO:0034599,cellular response to oxidative stress,4/24,289/18493,4.849994136862879e-4,0.00938871999330023,0.005394808874939385,4,bp,NAC,2353/9314/3725/80310,FOS/KLF4/JUN/PDGFD
GO:0051101,regulation of DNA binding,3/24,122/18493,5.123671538154617e-4,0.009772649977921379,0.005615417103736019,3,bp,NAC,9314/3479/3725,KLF4/IGF1/JUN
GO:0060326,cell chemotaxis,4/24,295/18493,5.240371174578017e-4,0.009850378860040128,0.005660080536386325,4,bp,NAC,3164/80310/2247/7060,NR4A1/PDGFD/FGF2/THBS4
hsa04550,Signaling pathways regulating pluripotency of stem cells,4/23,139/7844,6.435311301704835e-4,0.009894291126371184,0.006519986450411477,4,kg,NAC,9314/3479/3977/2247,KLF4/IGF1/LIFR/FGF2
GO:0032103,positive regulation of response to external stimulus,4/24,297/18493,5.375342564921457e-4,0.009959741866718755,0.00572292110671337,4,bp,NAC,80310/2247/7060/5320,PDGFD/FGF2/THBS4/PLA2G2A
GO:0000791,euchromatin,2/24,33/19659,7.369391411499354e-4,0.010121396615047172,0.008138549909760153,2,cc,NAC,9314/3725,KLF4/JUN
GO:0005667,transcription factor complex,4/24,356/19659,8.434497179205977e-4,0.010121396615047172,0.008138549909760153,4,cc,NAC,2353/3164/9314/3725,FOS/NR4A1/KLF4/JUN
GO:0005719,nuclear euchromatin,2/24,25/19659,4.212194568222821e-4,0.010121396615047172,0.008138549909760153,2,cc,NAC,9314/3725,KLF4/JUN
GO:0008305,integrin complex,2/24,32/19659,6.927922133799156e-4,0.010121396615047172,0.008138549909760153,2,cc,NAC,3679/8516,ITGA7/ITGA8
GO:0098636,protein complex involved in cell adhesion,2/24,35/19659,8.292156340002992e-4,0.010121396615047172,0.008138549909760153,2,cc,NAC,3679/8516,ITGA7/ITGA8
GO:1904646,cellular response to amyloid-beta,2/24,28/18493,5.977042875125409e-4,0.01091862620991219,0.0062739011943495765,2,bp,NAC,3479/4804,IGF1/NGFR
GO:0050921,positive regulation of chemotaxis,3/24,130/18493,6.166552917944656e-4,0.011108359909130859,0.006382923195767275,3,bp,NAC,80310/2247/7060,PDGFD/FGF2/THBS4
GO:0035014,phosphatidylinositol 3-kinase regulator activity,2/23,17/17632,2.187448346620668e-4,0.011155986567765407,0.006332087319165092,2,mf,NAC,9314/9021,KLF4/SOCS3
GO:0001077,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific",4/23,298/17632,5.494242852358632e-4,0.011254006294675736,0.006387722871074981,4,mf,NAC,2353/3164/9314/3725,FOS/NR4A1/KLF4/JUN
GO:0001085,RNA polymerase II transcription factor binding,3/23,140/17632,7.723337653208839e-4,0.011254006294675736,0.006387722871074981,3,mf,NAC,2353/9314/3725,FOS/KLF4/JUN
GO:0005178,integrin binding,3/23,126/17632,5.683978825260399e-4,0.011254006294675736,0.006387722871074981,3,mf,NAC,3479/2247/7060,IGF1/FGF2/THBS4
GO:0019838,growth factor binding,3/23,137/17632,7.252429167981767e-4,0.011254006294675736,0.006387722871074981,3,mf,NAC,4804/3977/4915,NGFR/LIFR/NTRK2
GO:0070412,R-SMAD binding,2/23,23/17632,4.0499664366764135e-4,0.011254006294675736,0.006387722871074981,2,mf,NAC,2353/3725,FOS/JUN
R-HSA-2586552,Signaling by Leptin,2/21,11/10554,2.0517557729303693e-4,0.012720885792168289,0.006047280172847404,2,re,NAC,9021/3953,SOCS3/LEPR
R-HSA-450341,Activation of the AP-1 family of transcription factors,2/21,10/10554,1.6807255365102163e-4,0.012720885792168289,0.006047280172847404,2,re,NAC,2353/3725,FOS/JUN
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,6/21,455/10554,1.9384406949874054e-4,0.012720885792168289,0.006047280172847404,6,re,NAC,10252/3479/80310/2247/4915/7060,SPRY1/IGF1/PDGFD/FGF2/NTRK2/THBS4
GO:0071902,positive regulation of protein serine/threonine kinase activity,4/24,323/18493,7.363844503151427e-4,0.012906630162955948,0.00741621893062761,4,bp,NAC,3479/4616/80310/2247,IGF1/GADD45B/PDGFD/FGF2
GO:1904645,response to amyloid-beta,2/24,31/18493,7.335257175364291e-4,0.012906630162955948,0.00741621893062761,2,bp,NAC,3479/4804,IGF1/NGFR
GO:0007612,learning,3/24,141/18493,7.809052112834275e-4,0.013086256153965494,0.007519432988684469,3,bp,NAC,2353/3725/4915,FOS/JUN/NTRK2
GO:0035767,endothelial cell chemotaxis,2/24,32/18493,7.818078913407825e-4,0.013086256153965494,0.007519432988684469,2,bp,NAC,3164/2247,NR4A1/FGF2
GO:0042542,response to hydrogen peroxide,3/24,141/18493,7.809052112834275e-4,0.013086256153965494,0.007519432988684469,3,bp,NAC,9314/3725/80310,KLF4/JUN/PDGFD
GO:0044344,cellular response to fibroblast growth factor stimulus,3/24,142/18493,7.9708113813668e-4,0.013086256153965494,0.007519432988684469,3,bp,NAC,3164/10252/2247,NR4A1/SPRY1/FGF2
GO:1902107,positive regulation of leukocyte differentiation,3/24,142/18493,7.9708113813668e-4,0.013086256153965494,0.007519432988684469,3,bp,NAC,2353/3725/7704,FOS/JUN/ZBTB16
GO:1903670,regulation of sprouting angiogenesis,3/24,143/18493,8.134693742659917e-4,0.01318837223028739,0.007578109433951606,3,bp,NAC,9314/4804/2247,KLF4/NGFR/FGF2
GO:0070997,neuron death,4/24,335/18493,8.438056823607048e-4,0.013511308271874495,0.007763670215872371,4,bp,NAC,2353/3725/4804/4915,FOS/JUN/NGFR/NTRK2
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,4/24,340/18493,8.916813357805614e-4,0.0137121048392044,0.00787904900065472,4,bp,NAC,2353/3725/6424/8516,FOS/JUN/SFRP4/ITGA8
GO:0048333,mesodermal cell differentiation,2/24,34/18493,8.828628829418518e-4,0.0137121048392044,0.00787904900065472,2,bp,NAC,9314/8516,KLF4/ITGA8
GO:0071774,response to fibroblast growth factor,3/24,148/18493,8.986344728854077e-4,0.0137121048392044,0.00787904900065472,3,bp,NAC,3164/10252/2247,NR4A1/SPRY1/FGF2
GO:0098727,maintenance of cell number,3/24,147/18493,8.811678803808069e-4,0.0137121048392044,0.00787904900065472,3,bp,NAC,9314/3479/2247,KLF4/IGF1/FGF2
GO:0010631,epithelial cell migration,4/24,346/18493,9.516360376761678e-4,0.014351999312395228,0.008246735797732274,4,bp,NAC,3164/9314/3725/2247,NR4A1/KLF4/JUN/FGF2
GO:0090132,epithelium migration,4/24,349/18493,9.826586343859658e-4,0.014649520101133306,0.008417692839023156,4,bp,NAC,3164/9314/3725/2247,NR4A1/KLF4/JUN/FGF2
GO:0071276,cellular response to cadmium ion,2/24,37/18493,0.001045617437411715,0.015255622949434966,0.008765962787160618,2,bp,NAC,2353/3725,FOS/JUN
GO:0090130,tissue migration,4/24,355/18493,0.001046839200076879,0.015255622949434966,0.008765962787160618,4,bp,NAC,3164/9314/3725/2247,NR4A1/KLF4/JUN/FGF2
GO:0051302,regulation of cell division,3/24,162/18493,0.001166655223721315,0.016812798057406063,0.009660723957832644,3,bp,NAC,80310/2247/7060,PDGFD/FGF2/THBS4
GO:0060759,regulation of response to cytokine stimulus,3/24,165/18493,0.0012299556663344792,0.017530247244349664,0.010072974109483067,3,bp,NAC,9314/9021/3977,KLF4/SOCS3/LIFR
GO:0044798,nuclear transcription factor complex,3/24,198/19659,0.0017425518379476494,0.017923390333175825,0.014412082870243719,3,cc,NAC,2353/9314/3725,FOS/KLF4/JUN
hsa01521,EGFR tyrosine kinase inhibitor resistance,3/23,79/7844,0.001506083278453224,0.01819648020633277,0.011990834196727628,3,kg,NAC,3479/80310/2247,IGF1/PDGFD/FGF2
hsa04512,ECM-receptor interaction,3/23,82/7844,0.0016770124467049355,0.01819648020633277,0.011990834196727628,3,kg,NAC,3679/8516/7060,ITGA7/ITGA8/THBS4
hsa05132,Salmonella infection,3/23,86/7844,0.0019232052250595611,0.01819648020633277,0.011990834196727628,3,kg,NAC,2353/2318/3725,FOS/FLNC/JUN
hsa05210,Colorectal cancer,3/23,86/7844,0.0019232052250595611,0.01819648020633277,0.011990834196727628,3,kg,NAC,2353/3725/4616,FOS/JUN/GADD45B
hsa05410,Hypertrophic cardiomyopathy (HCM),3/23,85/7844,0.0018596655424452087,0.01819648020633277,0.011990834196727628,3,kg,NAC,3679/3479/8516,ITGA7/IGF1/ITGA8
GO:0010863,positive regulation of phospholipase C activity,2/24,42/18493,0.0013464259374818255,0.018959518067796034,0.01089424079211102,2,bp,NAC,2247/4915,FGF2/NTRK2
GO:0045765,regulation of angiogenesis,4/24,381/18493,0.0013594719971511422,0.018959518067796034,0.01089424079211102,4,bp,NAC,9314/4804/2247/7060,KLF4/NGFR/FGF2/THBS4
GO:0001102,RNA polymerase II activating transcription factor binding,2/23,44/17632,0.001489325734815914,0.018988903118902903,0.010778015186167798,2,mf,NAC,2353/3725,FOS/JUN
hsa05414,Dilated cardiomyopathy (DCM),3/23,91/7844,0.002261285713858582,0.019867010200328973,0.013091654132865473,3,kg,NAC,3679/3479/8516,ITGA7/IGF1/ITGA8
GO:1900274,regulation of phospholipase C activity,2/24,44/18493,0.0014770081463345748,0.020379569848893015,0.011710210163548476,2,bp,NAC,2247/4915,FGF2/NTRK2
GO:0007369,gastrulation,3/24,181/18493,0.0016042496072705317,0.020409974227394396,0.0117276806825429,3,bp,NAC,9314/3679/8516,KLF4/ITGA7/ITGA8
GO:0007517,muscle organ development,4/24,403/18493,0.0016709854730453954,0.020409974227394396,0.0117276806825429,4,bp,NAC,2353/3679/3479/2247,FOS/ITGA7/IGF1/FGF2
GO:0014911,positive regulation of smooth muscle cell migration,2/24,45/18493,0.0015444832334090125,0.020409974227394396,0.0117276806825429,2,bp,NAC,3479/80310,IGF1/PDGFD
GO:0016525,negative regulation of angiogenesis,3/24,178/18493,0.0015292590632658284,0.020409974227394396,0.0117276806825429,3,bp,NAC,9314/4804/7060,KLF4/NGFR/THBS4
GO:0031103,axon regeneration,2/24,46/18493,0.001613409549577201,0.020409974227394396,0.0117276806825429,2,bp,NAC,9314/3725,KLF4/JUN
GO:0031952,regulation of protein autophosphorylation,2/24,46/18493,0.001613409549577201,0.020409974227394396,0.0117276806825429,2,bp,NAC,3725/80310,JUN/PDGFD
GO:0043062,extracellular structure organization,4/24,402/18493,0.0016558367496137389,0.020409974227394396,0.0117276806825429,4,bp,NAC,3679/2247/8516/5320,ITGA7/FGF2/ITGA8/PLA2G2A
GO:0043534,blood vessel endothelial cell migration,3/24,182/18493,0.0016297508366146809,0.020409974227394396,0.0117276806825429,3,bp,NAC,3164/9314/2247,NR4A1/KLF4/FGF2
GO:0055023,positive regulation of cardiac muscle tissue growth,2/24,47/18493,0.001683783533023285,0.020409974227394396,0.0117276806825429,2,bp,NAC,3479/2247,IGF1/FGF2
GO:0060537,muscle tissue development,4/24,395/18493,0.001552476541905328,0.020409974227394396,0.0117276806825429,4,bp,NAC,2353/3479/2247/8516,FOS/IGF1/FGF2/ITGA8
GO:0061138,morphogenesis of a branching epithelium,3/24,182/18493,0.0016297508366146809,0.020409974227394396,0.0117276806825429,3,bp,NAC,10252/9021/2247,SPRY1/SOCS3/FGF2
GO:1903708,positive regulation of hemopoiesis,3/24,183/18493,0.0016555058418684188,0.020409974227394396,0.0117276806825429,3,bp,NAC,2353/3725/7704,FOS/JUN/ZBTB16
GO:2000181,negative regulation of blood vessel morphogenesis,3/24,180/18493,0.0015790012048761937,0.020409974227394396,0.0117276806825429,3,bp,NAC,9314/4804/7060,KLF4/NGFR/THBS4
